siteID,sitename,siteNumInCensus,year,established,ts_length,cov_hours,cov_visits,cov_times,cov_notes,area,richness,territories,terr_notes,weather
109,UPLAND OAK AND HEMLOCK FOREST,331989.0,1989.0,1989.0,1,8.0,,,,105.0,24.0,92.5,352/40 ha,Temperatures ranged from 13 to 21°C with a mean of 17°C. The wind was calm on 6 visits with a maximum of a light breeze on 2. The sky was cloudy 60% of the time with rain on two visits.
110,ISOLATED OAK-TULIPTREE-PINE UPLAND FOREST,341989.0,1989.0,1989.0,1,29.5,,,,15.0,28.0,69.5,185/40 ha,"Rainfall, unusually heavy from April through July, kept the two small streams fiowing until mid-August; no evidence of detrimental effect on nesting birds other than Louisiana Waterthrushes, which apparently were washed out repeatedly."
73,TAMARACK BOG AND HARDWOOD,351989.0,1989.0,1976.0,14,8.0,,,,8.5,19.0,29.0,136/40 ha,The weather on all count days was clear and calm. Rainfall and temperature was near normal. It was ideal nesting with no storms.
38,UPLAND MIXED PINE-SPRUCE-HARDWOOD,361989.0,1989.0,1974.0,16,17.8,,,,16.6,35.0,88.0,212/40 ha,"Average daily temperatures in May (11.67°C) and June (18.53°C) were warmer than normal; July (19.76°C) was normal. Precipitation in May (16.46 cm) and June (20.78 cm) was above average; July (4.90 cm) about normal. Although May was warmer than average, a cold, wet period from 1 May to 12 May and heavy downpours and fiash fiooding on 20 June may have negatively infiuenced breeding success of some species."
41,YOUNG SPRUCE FOREST,371989.0,1989.0,1977.0,9,12.0,,,,4.5,22.0,26.5,235/40 ha,"Warm and dry, but foggy."
26,MIXED OAK-PINE FOREST I,381989.0,1989.0,1977.0,13,22.0,,,,6.0,34.0,50.5,336/40 ha,"Overcast on 4 counts, clear on 3 counts, mostly cloudy on 1 count. The temperature ranged from 7 to 23°C. Winds were calm. Late May and most of June were very rainy."
27,MIXED OAK-PINE FOREST II,391989.0,1989.0,1977.0,13,30.0,,,,11.1,34.0,81.0,292/40 ha,"Clear on 3 counts, overcast on 2 counts, partly cloudy on 1 count, and partly cloudy turning to overcast and drizzle on 2 counts. Temperatures ranged from 4.5 to 25°C; winds calm. May and June were very rainy, which somewhat affected the counts."
29,HEMLOCK-WHITE PINE-MIXED HARDWOOD FOREST,401989.0,1989.0,1979.0,4,14.0,,,,6.1,14.0,40.0,262/40 ha,Wetter than normal. Cooler than normal during the early part of the period. Foliage emerged about 1 week later this year than in 1987 and 1988.
28,MOUNTAINTOP HABITAT,411989.0,1989.0,1981.0,3,8.0,,,,8.6,13.0,36.0,167/40 ha,"Although half of the days on which censuses were conducted were clear, this spring was unusually wet. Temperatures were generally quite cool. The cool wet conditions probably caused many of the birds to remain relatively quiet during the first two weeks of the census period. Temperatures ranged from 10 to 239°C."
111,SECOND-GROWTH BROADLEAF-CONIFEROUS FOREST,421989.0,1989.0,1987.0,3,13.3,,,,21.4,24.0,25.7,48/40 ha,"Temperatures ranged from 9-14°C, winds light, almost no precipitation, sky usually partly to completely cloudy."
112,SPRUCE-HEMLOCK FOREST,431989.0,1989.0,1985.0,2,27.2,,,,8.1,10.0,24.5,120/40 ha,"Calm, cloudy, cool; temperatures ranged from 7.2 to 128°C."
113,OLD-GROWTH M,441989.0,1989.0,1985.0,5,89.0,,,,42.3,27.0,173.5,164/40 ha,Weather was generally fair during the census period. Starting temperatures ranged from ~2 to 9°C. Ending temperatures ranged from 6 to 22°C.
114,PONDEROSA PINE FOREST,451989.0,1989.0,1965.0,25,17.2,,,,8.1,15.0,34.0,167/40 ha,Mostly clear skies and warm temperatures.
115,MATURE RED SPRUCE FOREST,461989.0,1989.0,1989.0,1,25.0,,,,16.0,24.0,54.5,136/40 ha,"Generally mild and clear with calm air except for light breezes toward the end of four counts. One visit was completed under a high overcast; another, following a heavy overnight rain, was accomplished in a light ground fog. No precipitation fell during census visits."
116,HEAVILY THINNED WHITE SPRUCE PLANTATION,471989.0,1989.0,1985.0,5,22.0,,,,4.05,28.0,44.0,429/40 ha,May was cool and very wet compared to normal. Temperatures ranged from 7.2 to 155°C for count days; no wind during the counts.
36,JACK PINE FOREST,481989.0,1989.0,1985.0,5,28.0,,,,16.0,12.0,24.0,60/40 ha,Mostly clear and calm on count days. Several days were humid with wet ground conditions.
39,UPLAND CHRISTMAS TREE FARM,491989.0,1989.0,1983.0,7,15.9,,,,10.7,22.0,56.5,211/40 ha,See Upland Mixed Pine-Spruce-Hardwood Plantation.
37,UPLAND SCOTCH PINE PLANTATION,501989.0,1989.0,1969.0,21,15.2,,,,9.3,22.0,53.0,227/40 ha,See Upland Mixed Pine-Spruce-Hardwood Plantation.
40,MATURE SPRUCE FOREST,511989.0,1989.0,1987.0,3,2.5,,,,4.0,11.0,10.5,105/40 ha,Warm and dry -* especially at the end of the period; some fog.
117,PINYON-JUNIPER WOODLAND,521989.0,1989.0,1983.0,7,13.0,,,,31.25,20.0,130.0,166/40 ha,Average temperature on the days of observation was 128°C; previous day high temperature averaged 239°C; night-time low temperature averaged 78°C. Data collected at Arches Visitor Center at 0745.
118,MATURE UPPER MIXED-CONIFEROUS,531989.0,1989.0,1985.0,5,87.0,,,,42.3,36.0,302.0,285/40 ha,Starting temperatures ranged from -2 to 8°C. Ending temperatures ranged from 9 to 25°C. Conditions were generally fair.
20,GRAZED OAK-PINE WOODLAND,541989.0,1989.0,1985.0,5,83.0,,,,29.7,24.0,117.5,158/40 ha,"Starting temperatures ranged from 9 to 17°C. Ending temperatures ranged from 19 to 29°C. The period from 5 April to 21 April was hotter than normal. 24 April to 28 April was cooler than normal with greater cloud cover, with .25 cm rain falling the night of 24 April."
19,UNGRAZED OAK-PINE WOODLAND,551989.0,1989.0,1985.0,5,84.0,,,,29.7,23.0,93.5,126/40 ha,See Grazed Oak-Pine Woodland.
44,MOUNTAIN MEADOW AND OPEN CONIFEROUS FOREST,561989.0,1989.0,1981.0,9,38.5,,,,13.0,24.0,65.0,200/40 ha,Generally cold and rainy during May and June. Nesting slow. Late June to early August hot and dry. Temperatures ranged from 10 to 322°C.
119,CONIFER-BRUSH-GRASS FOOTHILLS ECOTONE,571989.0,1989.0,1964.0,3,25.0,,,,28.3,19.0,98.0,138/40 ha,The weather fiuctuated between chilly and wet to very hot and very dry. The breeding season was not preceded by the usual late-spring heavy snowfalls. Temperatures ranged from 10-28°C.
77,MIXED HABITAT,581989.0,1989.0,1986.0,4,30.0,,,,15.0,52.0,194.0,517/40 ha,Rainfall was approximately 5 cm above normal for June. Most mornings were overcast and/or foggy. Temperatures ranged from 7.2-25.6°C.
45,TRANSITION FOREST AND THICKET,591989.0,1989.0,1953.0,19,9.0,,,,6.5,23.0,33.5,206/40 ha,Temperatures ranged from 7 to 21°C with a mean of 15°C. The wind was calm on 10 visits with a slight breeze on 1. The sky ranged from clear to foggy.
120,BULRUSH AND CATTAIL MARSH IN CONIFER FOREST,601989.0,1989.0,1975.0,15,17.0,,,,40.5,56.0,184.0,181/40 ha,Temperatures ranged from 8.8 to 256°C.
47,DECIDUOUS FOREST WITH POND AND BROOK,611989.0,1989.0,1964.0,26,9.5,,,,16.2,25.0,44.0,108/40 ha,Basically a wet period despite four good days. Temperatures ranged from 11.1 to 183°C. Wind generally light.
79,SUBURBAN BIRD SANCTUARY,621989.0,1989.0,1983.0,7,15.1,,,,4.2,20.0,48.0,457/40 ha,Long periods of heavy rain. Temperatures ranged from 12.9 to 235°C.
48,ABANDONED UPLAND PASTURE,631989.0,1989.0,1984.0,6,26.0,,,,8.0,30.0,150.0,750/40 ha,"Visits were usually made on days with no rain and little wind. For the study period, temperatures averaged 2.1°C above normal and precipitation for May and June averaged nearly 10 cm above normal."
121,OAK-HICKORY,641989.0,1989.0,1927.0,49,49.0,,,,14.2,29.0,58.0,163/40 ha,"This year's weather was very wet (third wettest April, May and June in history of Columbus)."
50,SCATTERED MIXED-CONIFEROUS FOREST IN,651989.0,1989.0,1973.0,17,13.5,,,,32.38,10.0,35.0,43/40 ha,"Temperatures ranged from -2 to 14°C; Clear on 8 visits, partly cloudy on 1 Visit. Precipitation amounted to 3.1 cm during nesting period 21 June to 31 July, 1989. Precipitation during fall, winter and spring was slightly above normal."
122,MIXED-MESOPHYTIC WOODS AND BRUSH,661989.0,1989.0,1989.0,1,41.0,,,,22.9,35.0,74.0,129/40 ha,"Temperatures ranged from 5 to 26°C; wind 'talm to breezy; sky clear to fair on 8 visits, variably cloudy on 2 visits, overcast on 3 visits; no significant precipitation. Weather warm and dry in late April; cool and wet May-July, especially in June, with rainfall for these months above to much above normal."
53,DISTURBED COASTAL SCRUB A,671989.0,1989.0,1972.0,15,163.0,,,,4.7,20.0,25.5,217/ 40 ha,See Coastal Scrub.
54,DISTURBED COASTAL SCRUB B,681989.0,1989.0,1971.0,16,199.0,,,,8.1,17.0,25.0,123/40 ha,See Coastal Scrub.
55,COASTAL SCRUB,691989.0,1989.0,1971.0,15,173.0,,,,8.1,17.0,51.5,254/40 ha,"The census period was preceded by a dry, cold winter and the second wettest March in 22 years. Early morning temperatures during the census period were warmer than normal; ranged from 6 to 20°C and averaged 103°C. Mid morning and early afternoon temperatures ranged from 10 to 31°C and averaged 152°C and 192°C respectively. Morning weather during the census period was overcast (28%), scattered (25%), clear (20%), fog (14%) or broken (11%). Rain (7.8 cm) fell on 1% of the census mornings, with most occurring (50%) in late April. Winds as normal, were out of the W and ranged from 0 to 7.7 m/sec."
123,ABANDONED PASTURE-SCRUBLAND,701989.0,1989.0,1982.0,8,19.4,,,,9.0,35.0,65.0,288/40 ha,Average temperature: 10-18°C; usually clear skies; calm to light winds.
56,COASTAL PRAIRIE,711989.0,1989.0,1988.0,2,8.0,,,,31.0,12.0,24.5,32/40 ha,Generally mild; temperatures ranged from 10.5 to 155°C; wind ranged from 0 to 19 kph; cloud cover 0-100'70; mostly stratus clouds. Winds up to 40 kph from the NW were common in the afternoon after count periods.
124,TALLGRASS PRAIRIE I,721989.0,1989.0,1982.0,6,6.0,,,,16.0,16.0,32.0,80/40 ha,Mean high temperature: 26°C; mean low temperature: 14°C; precipitation: 4.5 mm.
125,TALLGRASS PRAIRIE II,731989.0,1989.0,1982.0,6,9.0,,,,65.7,13.0,116.0,71/40 ha,Mean high temperature: 26°C; mean low 13°C; trace of precipitation.
126,TALLGRASS PRAIRIE III,741989.0,1989.0,1982.0,6,9.0,,,,44.8,19.0,142.0,127/40 ha,Mean high temperature: 27°C; mean low 15°C; precipitation 4.5 mm.
127,SUBIRRIGATED GRASSLAND,751989.0,1989.0,1982.0,6,9.0,,,,44.8,19.0,142.0,127/40 ha,Mean high temperature: 27°C; mean low 15°C; precipitation 4.5 mm.
66,SUBIRRIGATED NATIVE HAY,761989.0,1989.0,1981.0,6,5.5,,,,16.2,6.0,37.5,92/40 ha,Clear to partly cloudy With ngnt to moderate winds.
60,KENTUCKY BLUEGRASS PRAIRIE,771989.0,1989.0,1972.0,18,2.8,,,,4.84,7.0,3.5,29/40 ha,"Generally moderate temperatures and fairly calm, with no precipitation."
61,MIXED PRAIRIE I,781989.0,1989.0,1972.0,18,7.3,,,,10.0,16.0,18.5,74/40 ha,Moderate temperatures and winds with light drizzle during one visit.
128,MIXED PRAIRIE II,791989.0,1989.0,1972.0,18,3.5,,,,6.1,9.0,6.0,39/40 ha,Temperate weather conditions with no precipitation.
63,MIXED PRAIRIE III,801989.0,1989.0,1972.0,18,3.5,,,,6.1,7.0,4.0,26/40 ha,Moderate temperatures and winds with no precipitation during census.
129,MIXED PRAIRIE IV,811989.0,1989.0,1972.0,18,3.3,,,,6.1,10.0,4.5,30/40 ha,Moderate temperatures and winds with occasional light drizzle.
130,MIXED PRAIRIE V,821989.0,1989.0,1972.0,18,4.3,,,,6.1,9.0,10.0,66/40 ha,Moderate temperatures and winds with occasional light drizzle.
70,DESERT RIPARIAN-FRESHWATER MARSH AND PONDS,831989.0,1989.0,1977.0,13,23.0,,,,15.4,34.0,165.5,429/40 ha,The weather was calm on 7 of the 8 days; 1 day was very windy; all 8 days were sunny. The beginning temperatures ranged from 4.5 to 155°C and from 21.5 to 29.5°C toward the end of the count period.
131,COASTAL FRESHWATER MARSH,841989.0,1989.0,1985.0,5,11.5,,,,10.5,17.0,580.0,2209/40 ha,Generally mild; temperatures ranged from 10.5 to 155°C; wind ranged from 0 to 19 kph; cloud cover 0100%; mostly stratus clouds. Winds up to 40 kph from the NW were common in the afternoon after count periods.
72,SHRUBBY SWAMP AND SEDGE HUMMOCKS,851989.0,1989.0,1965.0,23,10.5,,,,8.1,19.0,112.0,553/40 ha,Temperatures were about average (20 to 27°C). The sky was usually partly cloudy; winds were light.
81,GULF COAST SALT MARSH,861989.0,1989.0,1980.0,10,7.5,,,,20.0,3.0,66.0,132 / km2,Clear and hot; slight breeze (typical for June on this marsh). Temperatures ranged from 21-31°C.
74,WETLAND SEDGE MEADOW I,871989.0,1989.0,1981.0,6,5.5,,,,16.2,9.0,48.5,119/40 ha,Clear to partly cloudy with light to moderate winds.
75,WETLAND SEDGE MEADOW II,881989.0,1989.0,1982.0,5,5.5,,,,16.2,7.0,49.5,122/40 ha,Clear to partly cloudy with light to moderate winds.
132,NIIXED HARDWOOD SWAMP,891989.0,1989.0,1989.0,1,28.5,,,,12.1,24.0,60.0,198/40 ha,Most visit days were cool and overcast with some light rain. Mean temperature: 13°C; range 9-18°C. Winds calm to light.
133,FIELD,901989.0,1989.0,1989.0,1,15.3,,,,6.6,23.0,128.0,775/40 ha,"Count period temperatures ranged from 14°C (May 27) to 27°C (May 17). There were sunny skies on 6 visits (4 with clouds); it was overcast on 2 visits. Winds, ranging from 0 (2 counts) to 45 (5) on the Beaufort Scale, were mostly from the NW-NWW on five visits, and from the SW on one. While it did not rain during visits, rainfall during May and June was 29% above normal."
134,BRUSHY FIELD WITH TREES AND HILL,911989.0,1989.0,1989.0,1,10.4,,,,6.3,20.0,59.0,374/40 ha,"Temperatures ranged from 11°C (13 May) to 30°C (6 June). Winds, generally light on most (7) visits, were from the NW-NWW (3 visits), NEE (2), and SW-SWW (3). Skies were overcast on 2 visits, and sunny and clear on 5 others. No rain during visits."
135,CONVENTIONAL CASH CROP FARM,921989.0,1989.0,1989.0,1,16.6,,,,30.4,28.0,112.0,147/40 ha,"It was warm and humid in the mornings, including two drizzly mornings. Temperatures ranged from 15.6 to 267°C."
136,ORGANIC MIXED CROP-PASTURE FARM,931989.0,1989.0,1989.0,1,19.8,,,,34.4,31.0,116.5,135/40 ha,"A calm and humid June, little wind. Temperatures ranged from 12.8 to 322°C."
137,CONVENTIONAL DAIRY FARM,941989.0,1989.0,1989.0,1,18.3,,,,23.1,37.0,110.5,191/40 ha,"Humid throughout, no wind, relatively warm early in the mornings. Temperatures ranged from 12.8-26.7°C."
138,ORGANIC PASTURE-GRAIN FARM,951989.0,1989.0,1989.0,1,21.8,,,,18.4,31.0,175.0,380/40 ha,"Humid throughout, no wind, relatively warm early in the mornings. Temperatures ranged from 12,8-21.1°C."
139,NORTHERN OAK WOODLAND,11990.0,1990.0,1990.0,1,12.4,9,," (mornings); 22 March; 4, 11, 20, 26 April; 3, 8, 16, 25 May.",16.0,22.0,45.0,112.5/40 ha,Mean temperature 162°C (range 10-27°C).
88,RIPARIAN WOODLAND,21990.0,1990.0,1989.0,2,15.0,9,," (7 mornings, 2 evening); 16, 17, 18, 29 April; 12, 19 May; 3 June; 4, 8, July.",11.7,31.0,174.5,597/40 ha,"Temperature ranged from 10-27°C. Typical for season, cloudy during most morning trips."
140,WESTERN SYCAMORE WOODLAND WITH SCATTERED,31990.0,1990.0,1990.0,1,66.8,11,," (mornings); 6, 14, 18 (partial visit), 22 (part. vis.) March; 5, 7, 16, 24 April; 4, 10, 12 (part. vis.), 16 (part. vis.) May; 1 June.",24.3,27.0,129.5,213/40 ha,"Mean temperature 88°C (range 2-14°C). This was the fourth consecutive yr of drought throughout central California, with only 60% of normal rainfall."
90,MIXED HARDWOOD POLETIMBER,41990.0,1990.0,1965.0,24,13.0,4,," (1 morning, 2 afternoon, 1 evening); 4, 12, 16, 24 June. (A minimum of eight visits during afour to six week period is recommended to insure adequate coverage and estimates of breeding bird densities. Ed).",8.5,27.0,90.5,426/40 ha,Mean temperature 215°C (range 20-23°C).
141,OAK HARWOOD FOREST,51990.0,1990.0,1987.0,4,26.0,12,," (9 mornings, 3 evenings); 4, 6, 8, 10, 12, 14, 18, 21, 22, 25, 27, 28 June.",15.8,31.0,120.5,305/40 ha,Mean temperature 157°C (range 4-25°C).
3,SECOND-GROWTH HARDWOOD FOREST,61990.0,1990.0,1965.0,24,11.0,5,," (3 mornings, 1 afternoon, 1 evening); 5, 22, 23, 24, 25 June. (A minimum of eight visits during afour to six week period is recommended to insure adequate coverage and estimates of breeding bird densities. Ed.)",10.1,37.0,107.0,424/40 ha,Mean temperature 209°C (range 15-23°C).
85,MIXED UPLAND BROADLEAF FOREST,71990.0,1990.0,1959.0,32,128.5,36,," (20 mornings, 13 morning into afternoon, 3 afternoon); 14, 17, 22, 27 March; 7, 8, 14, 17, 22, 28 April; 6, 7, 15, 17, 19, 23 May; 4, 5, 6, 10, 11, 12, 13, 14, 16, 20, 23, 25, 26 June; 1, 4 July.",14.2,38.0,237.5,669/40 ha,Mean temperature 17.5°C (range 2-31°C).
142,ISOLATED MOIST TULIPTREE-RED MAPLE UPLAND,81990.0,1990.0,1989.0,2,56.0,9,, (mornings); 1 May-5 July.,21.4,27.0,128.5,240/40 ha,"Temperatures averaged close to normal. June precipitation was about 25% below normal, but the ground was saturated from excess rain in May. The two streams kept running through the end of August."
143,MATURE BEECH-MAPLE-OAK BOTTOMLAND FOREST,91990.0,1990.0,1990.0,1,46.0,10,,; 26 April to 3 July.,42.0,35.0,232.0,221/40 ha,Mean temperature 154°C (range 11-29°C). Temperatures averaged close to normal with no prolonged hot spells. Excess precipitation in May kept the topsoil moist despite a deficiency in precipitation during June. Above normal precipitation returned in July.
144,UPLAND TULIPTREE-MAPLE-OAK FOREST,101990.0,1990.0,1971.0,7,50.0,25,," (21 mornings, 4 evenings); 21, 23 April; 2, 6, 9, 12, 19, 27 May; 2, 3, 9, 10, 16, 17, 23, 24, 30 June; 1, 4, 7, 8, 15, 18, 21, 27 July.",11.9,33.0,103.5,348/40 ha,Mean temperature 222°C (range 6-37°C).
6,MATURE DECIDUOUS FLOODPLAIN FOREST,111990.0,1990.0,1946.0,38,51.0,17,," (mornings); First census 7 April, last census 9 June.",7.6,27.0,71.0,374/40 ha,(No data provided).
145,OLD GROWTH WOODS AND SWAMP FOREST,121990.0,1990.0,1989.0,2,30.3,10,," (7 mornings, 2 afternoons); 7, 14, 18, 19, 28 May; 4, 11, 18, 27 June; 1 july.",28.3,44.0,231.0,326/40 ha,Mean temperature 20°C (range 10-28°C).
96,UPLAND SECOND-GROWTH OAK-HICKORY FOREST,131990.0,1990.0,1989.0,2,24.8,12,," (mornings); 4, 30 April; 1, 2, 6, 8, 10, 14, 16, 18, 20, 22 May.",10.0,37.0,164.0,656/40 ha,Mean temperature 18°C (range 11-22°C). Widely varying weather patterns with above average rainfall and below average temperatures.
146,BASSWOOD-BLACK ASH FOREST WITH DEAD TIMBER,141990.0,1990.0,1979.0,4,23.0,8,," (5 mornings, 3 evenings); 20, 23, 30 June; 1, 4, 8, 12 July.",11.5,28.0,83.0,289/40 ha,Mean temperature 17°C (range 10-24°C).
147,MATURE ASPEN FOREST WITH YOUNG MAPLE,151990.0,1990.0,1990.0,1,134.0,8,," (7 mornings, 1 evening); 22, 24, 26 June; 1, 4, 6, 8, 10 July.",10.0,20.0,94.5,378/40 ha,Mean temperature 17°C (range 10-21°C).
148,FLOODPLAIN FOREST,161990.0,1990.0,1977.0,14,17.5,9,," (mornings); 28 April; 13, 16, 20, 24, 30 May; 3, 5, 13 June.",12.6,31.0,74.0,235/40 ha,No data provided.
100,MIXED DECIDUOUS FOREST,171990.0,1990.0,1976.0,15,19.5,10,," (mornings); 28 April, 13, 16, 20, 24, 30 May; 3, 8, 13, 14 June.",12.6,28.0,64.5,205/40 ha,No data provided.
97,ISOLATED BEECH-MAPLE WOODS,181990.0,1990.0,1989.0,2,12.7,8,," (mornings); 25, 27, 29 June; 2, 4, 10, 13, 17 July.",13.5,19.0,67.0,198/40 ha,Mean temperature 122°C (range 11-17°C).
149,MATURE URBAN DECIDUOUS FOREST,191990.0,1990.0,1987.0,4,35.6,9,," (mornings); 27 April; 2, 7, 14, 23 May; 1, 8, 15, 22 June.",10.1,26.0,76.5,303/40 ha,Mean temperature 20.5°C (range 14-29°C).
150,URBAN DECIDUOUS FOREST,201990.0,1990.0,1990.0,1,15.0,13,," (mornings); 24, 27 April; 4, 8, 11, 17, 23, 25, 30 May; 1, 5, 12, 15 June.",8.8,18.0,44.0,200/40 ha,Mean temperature 138°C (range 10-19°C).
8,WHITE ASH-RED MAPLE FOREST,211990.0,1990.0,1986.0,5,10.0,10,," (6 morning, 4 evening); 5, 7, 8, 9, 11, 13, 14, 15, 18, 19 June.",16.2,29.0,70.0,173/40 ha,Mean temperature 18°C (range 12-24°C).
151,RIPARIAN DECIDUOUS FOREST,221990.0,1990.0,1989.0,2,20.3,8,," (mornings); 2, 22, 26 May; 5, 10, 16, 22 June; 18 July.",18.0,41.0,157.0,349/40 ha,"Mean temperature 14.9°C (range 9-21°C). Generally cooler than average, especially early in the census period, with average rainfall."
101,RIVER FLOODPLAIN BROADLEAF FOREST,231990.0,1990.0,1989.0,2,12.0,8,," (6 mornings, 1 afternoon, 1 evening); 29 April; 2, 20, 23, 27, 29 May; 1, 2 June.",18.0,30.0,75.5,168/40 ha,Mean temperature 18.8°C (range 10-23°C). A very wet season. Several of the counts were discontinued because of rain.
